author;channel_num
10330;1031
10333;425
10333;717
10352;403
10356;24
10356;57
10358;10
10397;266
10404;20
10404;25
10404;29
10404;36
10404;44
10404;54
10404;79
10404;98
10404;99
10404;100
10404;226
10404;295
10404;368
10404;404
10404;1143
10404;1592
10418;73
10434;21
10434;76
10434;378
10477;224
10516;474
10522;120
10525;677
10532;93
10571;744
10575;1909
10613;93
10630;9
10630;10
10630;120
10630;152
10630;221
10631;534
10646;6
10646;31
10646;87
10646;90
10646;109
10646;187
10646;207
10646;240
10646;273
10646;318
10646;339
10646;348
10646;443
10646;473
10646;514
10646;645
10646;723
10646;1029
10646;1165
10646;1376
10646;1789
10646;2013
10648;380
10653;21
10691;98
10711;6
10711;90
10711;148
10711;302
10711;402
10711;661
10711;738
10726;10
10776;7
10789;340
10789;680
10789;755
10789;2058
10802;276
10802;314
10802;318
10802;1307
10802;1751
10841;164
10848;5
10859;9
10859;10
10888;161
10911;6
10911;7
10911;9
10911;11
10911;31
10911;64
10911;78
10911;96
10911;97
10911;125
10911;199
10911;443
10911;1225
10911;1751
10913;109
10913;1356
10929;42
10935;9
10936;1795
10970;8
10970;90
10975;10
10975;738
10979;10
10997;5
11013;228
11058;10
11067;22
11093;6
11129;30
11129;34
11129;228
11142;6
11142;10
11142;972
11148;208
11148;1751
11164;4
11164;13
11164;24
11164;27
11164;30
11164;54
11164;70
11164;83
11164;85
11164;113
11164;124
11164;146
11164;163
11164;178
11164;188
11164;212
11164;217
11164;262
11164;292
11164;321
11164;325
11164;392
11164;418
11164;478
11164;638
11164;1607
11188;7
11188;32
11188;221
11192;17
11235;407
11263;9
11263;32
11263;229
11273;7
11295;40
11302;7
11302;9
11302;10
11302;120
11302;191
11302;413
11302;1991
11304;29
11309;9
11352;32
11355;1143
11381;153
11381;1601
11390;93
11390;1365
11469;11
11469;121
11469;207
11469;408
11469;824
11469;1295
11471;1113
11475;6
11475;7
11475;9
11475;10
11475;31
11475;122
11475;142
11475;147
11475;267
11475;278
11475;331
11475;413
11475;987
11475;1225
11475;1806
11494;346
11518;234
11521;7
11530;9
11583;52
11586;9
11616;3
11616;4
11644;153
11644;1199
11645;8
11651;7
11662;7
11762;21
11833;9
11845;9
11875;97
11909;21
11909;62
11929;972
11936;1225
11949;40
11975;65
11983;4
12003;10
12006;8
12009;109
12009;1109
12028;8
12054;2
12054;335
12071;521
12072;10
12080;96
12096;273
12133;6
12133;31
12142;170
12195;10
12195;21
12195;31
12195;208
12195;1548
12205;109
12205;126
12205;202
12205;266
12205;407
12205;1418
12205;1520
12225;10
12225;29
12225;32
12225;103
12225;161
12225;202
12225;308
12225;310
12225;361
12225;436
12225;562
12225;745
12225;817
12225;918
12225;1007
12225;1339
12225;1503
12225;1718
12225;2223
12305;470
12314;959
12322;2
12333;187
12333;1136
12350;142
12370;6
12370;8
12370;10
12373;1
12373;25
12373;98
12373;461
12375;109
12375;318
12375;388
12375;514
12375;643
12375;878
12375;1568
12378;63
12418;1302
12439;8
12439;9
12439;10
12439;972
12495;60
12495;236
12505;473
12520;10
12520;21
12520;29
12520;153
12520;169
12520;614
12524;4
12527;21
12536;115
12536;287
12547;1418
12562;327
12562;380
12562;516
12562;1087
12589;45
12617;10
12617;21
12617;31
12617;142
12617;152
12617;187
12617;1252
12637;9
12643;10
12643;331
12659;2203
12661;24
12661;46
12661;85
12661;183
12661;188
12661;217
12661;262
12661;332
12661;510
12687;4
12687;33
12687;99
12687;116
12687;356
12687;507
12738;32
12738;90
12738;527
12750;82
12765;251
12793;91
12811;58
12846;521
12847;10
12871;413
12872;379
12883;85
12912;17
12912;125
12914;422
12933;207
12956;9
12964;10
12964;21
12964;125
12964;202
12964;390
12964;1000
12990;11
12995;22
13011;310
13015;97
13025;102
13053;100
13064;1185
13084;64
13104;3
13104;13
13104;22
13104;94
13104;329
13104;451
13104;456
13167;8
13169;251
13216;1102
13217;6
13217;7
13217;8
13217;9
13217;10
13217;31
13217;32
13217;64
13217;96
13217;120
13217;122
13217;125
13217;153
13217;176
13217;199
13217;202
13217;207
13217;259
13217;328
13217;331
13217;374
13217;428
13217;645
13217;709
13217;740
13217;744
13217;846
13217;925
13217;969
13217;1160
13217;1205
13217;1209
13217;1436
13217;1461
13217;1678
13217;1877
13217;2046
13217;2088
13217;2130
13221;6
13221;7
13221;413
13221;429
13233;142
13288;50
13292;21
13292;29
13292;259
13292;645
13292;709
13294;420
13302;909
13307;19
13381;82
13390;45
13390;317
13390;547
13415;142
13415;397
13415;631
13415;1116
13436;22
13463;10
13469;6
13469;976
13501;7
13501;10
13501;109
13501;141
13501;148
13501;207
13501;446
13501;469
13501;759
13501;767
13501;878
13513;348
13548;1408
13604;1546
13606;40
13624;170
13644;1
13644;3
13644;4
13644;13
13644;36
13644;79
13644;100
13644;206
13644;503
13663;397
13674;744
13693;278
13723;574
13778;7
13784;9
13784;10
13784;96
13796;31
13796;93
13796;122
13796;265
13796;313
13796;360
13796;413
13826;7
13857;7
13871;103
13882;422
13903;125
13903;179
13929;556
13937;7
13937;142
13937;374
13937;931
13949;7
13968;879
14014;972
14030;555
14046;13
14047;32
14047;147
14047;273
14047;333
14047;519
14047;1115
14047;1707
14086;879
14114;97
14140;206
14161;815
14162;56
14248;1
14263;1680
14290;10
14330;6
14330;64
14355;1
14355;4
14355;43
14355;116
14355;426
14360;10
14375;9
14375;10
14375;21
14375;31
14375;90
14375;125
14375;265
14375;273
14375;366
14375;534
14384;202
14384;207
14401;99
14401;206
14417;945
14450;241
14457;133
14457;289
14470;1944
14520;32
14535;182
14538;31
14545;206
14573;32
14573;93
14573;407
14580;31
14580;64
14580;187
14580;995
14625;156
14631;587
14638;17
14644;8
14644;9
14644;10
14644;21
14655;9
14655;10
14703;2
14703;3
14703;13
14703;70
14703;100
14703;236
14703;470
14711;9
14712;9
14730;195
14763;1
14768;10
14787;10
14803;10
14828;79
14841;9
14906;62
14933;7
14959;75
14959;102
14959;115
14961;44
14961;94
14961;112
14967;1812
14978;310
14979;62
14979;207
14998;193
15008;199
15008;207
15015;969
15026;7
15091;105
15133;104
15134;9
15134;550
15163;1
15163;3
15163;4
15163;28
15163;29
15163;30
15163;45
15163;70
15163;94
15163;99
15163;104
15163;139
15163;144
15163;150
15163;197
15163;206
15163;263
15163;289
15163;292
15163;368
15163;418
15163;547
15206;104
15211;170
15229;951
15235;5
15235;17
15260;32
15326;109
15326;202
15326;366
15326;1381
15369;131
15371;29
15400;76
15412;89
15412;188
15420;10
15420;32
15420;62
15420;126
15420;273
15420;531
15422;96
15469;288
15480;9
15480;125
15488;432
15573;3
15573;13
15608;64
15614;96
15614;207
15618;7
15618;10
15618;21
15640;6
15640;390
15640;1722
15667;93
15687;10
15687;176
15687;207
15753;7
15753;9
15753;56
15784;32
15805;63
15805;172
15818;224
15831;11
15831;32
15831;78
15831;97
15832;96
15836;6
15836;7
15836;8
15836;9
15836;10
15836;21
15836;246
15836;273
15836;432
15844;9
15851;79
15859;75
15859;287
15910;125
15963;10
15968;75
15968;102
15975;7
15993;10
16017;195
16057;62
16057;397
16163;2
16163;70
16205;31
16205;792
16235;17
16247;32
16247;64
16277;9
16287;85
16333;29
16333;90
16352;464
16375;9
16375;31
16375;125
16375;148
16375;176
16375;202
16375;207
16375;339
16375;652
16378;122
16404;43
16421;651
16436;98
16436;1592
16436;2229
16439;9
16439;10
16467;97
16546;13
16546;54
16546;801
16547;125
16547;278
16547;1605
16581;9
16603;31
16603;90
16603;109
16603;125
16603;229
16603;339
16603;995
16603;1134
16618;295
16631;6
16631;10
16631;31
16631;32
16631;87
16631;109
16631;125
16631;141
16631;176
16631;187
16631;207
16631;240
16631;318
16631;336
16631;339
16631;342
16631;366
16631;388
16631;423
16631;443
16631;444
16631;460
16631;482
16631;519
16631;548
16631;552
16631;576
16631;578
16631;617
16631;629
16631;633
16631;645
16631;652
16631;661
16631;672
16631;696
16631;699
16631;700
16631;706
16631;714
16631;723
16631;767
16631;855
16631;867
16631;1007
16631;1029
16631;1336
16631;1365
16631;1446
16631;1530
16631;1616
16631;1789
16631;1989
16631;2242
16647;144
16658;11
16699;13
16699;282
16722;6
16722;9
16722;10
16722;21
16722;31
16722;32
16722;64
16722;87
16722;120
16722;122
16722;125
16722;148
16722;166
16722;176
16722;199
16722;212
16722;240
16722;253
16722;293
16722;310
16722;336
16722;428
16722;429
16722;473
16722;629
16722;645
16722;661
16722;728
16722;794
16722;822
16722;898
16722;900
16722;1031
16722;1050
16722;1112
16722;1134
16722;1225
16722;1226
16722;1471
16722;2156
16726;9
16726;87
16742;31
16755;158
16803;626
16807;10
16834;19
16834;94
16834;398
16838;967
16843;234
16862;90
16863;6
16863;7
16863;9
16863;10
16863;21
16863;76
16863;78
16863;90
16863;96
16863;109
16863;121
16863;122
16863;125
16863;142
16863;152
16863;153
16863;165
16863;176
16863;191
16863;201
16863;202
16863;207
16863;266
16863;293
16863;331
16863;374
16863;428
16863;469
16863;534
16863;641
16863;680
16863;754
16863;792
16863;828
16863;904
16863;1225
16863;1376
16863;1403
16863;1539
16863;1601
16863;1602
16863;1682
16863;1845
16863;1943
16863;2106
16877;31
16877;199
16880;24
16880;99
16883;142
16893;121
16893;187
16894;8
16894;10
16894;11
16894;31
16894;56
16894;90
16894;379
16894;1520
16894;1702
16894;2095
16925;870
16956;9
16956;88
16956;142
16987;815
17028;208
17044;170
17053;6
17053;62
17053;64
17067;131
17076;6
17076;9
17076;10
17076;31
17076;62
17076;96
17076;120
17076;126
17076;145
17076;147
17076;199
17076;208
17076;212
17076;266
17076;617
17076;2134
17112;193
17148;6
17148;1436
17188;120
17210;88
17232;11
17245;87
17245;582
17248;96
17263;10
17283;6
17336;13
17364;8
17435;170
17439;32
17489;228
17500;83
17538;10
17546;1287
17554;6
17554;9
17554;10
17554;21
17554;29
17554;31
17554;32
17554;62
17554;64
17554;88
17554;94
17554;96
17554;120
17554;121
17554;122
17554;140
17554;147
17554;153
17554;173
17554;187
17554;192
17554;201
17554;202
17554;207
17554;246
17554;266
17554;267
17554;293
17554;302
17554;328
17554;610
17554;679
17554;1517
17556;8
17556;328
17560;1302
17593;90
17593;176
17597;11
17597;97
17612;6
17612;10
17612;11
17612;21
17612;32
17612;77
17612;87
17612;96
17612;97
17612;122
17612;141
17612;142
17612;148
17612;173
17612;341
17612;428
17612;530
17612;622
17612;691
17612;1136
17612;1466
17619;3
17715;685
17729;10
17729;96
17729;192
17739;3
17767;77
17784;1638
17786;6
17791;785
17814;191
17835;151
17841;112
17864;6
17866;24
17952;40
17953;100
17968;33
18007;12
18007;20
18007;44
18007;99
18027;6
18027;21
18035;373
18040;470
18075;10
18099;34
18102;10
18125;13
18158;6
18158;1163
18183;20
18183;25
18199;10
18199;221
18230;6
18230;7
18230;10
18241;140
18280;25
18283;88
18300;11
18334;51
18337;10
18337;32
18337;142
18337;148
18337;179
18337;273
18337;340
18337;515
18337;977
18345;97
18354;64
18390;50
18407;261
18435;32
18435;121
18435;386
18444;83
18504;3
18521;19
18537;140
18537;830
18562;21
18569;140
18575;179
18575;273
18576;178
18578;125
18578;552
18578;1897
18578;2080
18643;555
18673;21
18706;78
18720;7
18723;191
18741;8
18741;10
18741;21
18741;32
18741;93
18741;109
18741;122
18741;142
18741;169
18741;355
18741;428
18741;466
18741;618
18741;641
18741;802
18741;976
18741;1024
18741;1225
18741;1400
18741;1602
18741;1702
18752;102
18752;118
18768;9
18771;60
18796;107
18796;193
18815;9
18815;10
18825;310
18830;91
18836;9
18869;76
18873;7
18873;9
18873;1270
18923;25
18923;98
18923;112
18954;6
18954;10
18954;88
18954;96
18954;987
18954;1309
18964;1
18964;3
18964;4
18964;13
18964;20
18964;21
18964;25
18964;29
18964;32
18964;54
18964;64
18964;70
18964;94
18964;99
18964;140
18964;212
18964;259
18964;292
18964;393
18964;722
18964;1040
19020;8
19020;120
19082;141
19102;11
19102;97
19112;3
19112;30
19112;146
19112;188
19169;656
19172;21
19178;269
19200;207
19200;388
19202;6
19202;10
19202;87
19236;6
19236;9
19236;10
19236;62
19236;76
19236;90
19236;96
19236;207
19236;266
19236;675
19236;931
19236;1312
19323;1084
19339;204
19354;60
19364;3
19364;170
19387;9
19388;75
19405;8
19405;141
19405;485
19432;897
19455;9
19455;31
19505;11
19519;24
19522;6
19522;9
19522;29
19522;44
19522;82
19522;273
19522;308
19522;368
19522;403
19522;561
19522;811
19529;7
19529;8
19529;10
19529;11
19529;125
19529;991
19529;1236
19533;792
19545;176
19553;99
19553;115
19595;72
19613;266
19622;430
19626;174
19662;3
19662;426
19662;520
19689;6
19689;31
19689;64
19689;93
19689;265
19689;403
19719;397
19748;519
19748;643
19766;33
19766;507
19773;1
19773;13
19773;520
19797;191
19836;461
19873;7
19873;10
19892;9
19932;815
19958;31
19972;6
20018;6
20018;9
20018;176
20018;202
20018;429
20018;612
20055;202
20063;7
20063;9
20063;10
20063;96
20065;10
20094;511
20101;10
20101;96
20101;199
20101;374
20101;822
20101;2201
20110;9
20118;7
20139;307
20180;11
20204;19
20204;45
20204;105
20204;373
20204;760
20214;88
20218;32
20218;207
20218;567
20218;696
20218;1500
20226;8
20226;10
20273;8
20273;9
20334;32
20334;221
20334;386
20334;407
20334;1494
20334;1585
20334;1707
20334;1795
20338;1115
20356;76
20375;4
20379;321
20410;105
20428;149
20435;266
20474;2
20474;3
20474;19
20474;100
20474;146
20488;19
20519;104
20521;9
20525;10
20533;10
20547;139
20578;199
20589;191
20610;6
20610;31
20610;187
20610;293
20610;460
20610;629
20610;641
20610;707
20610;730
20610;1520
20614;97
20623;6
20623;10
20623;29
20623;31
20623;64
20623;78
20623;88
20623;96
20623;120
20623;125
20623;176
20623;187
20623;205
20623;369
20623;716
20638;835
20648;11
20679;40
20694;7
20701;6
20757;628
20832;191
20846;75
20846;177
20850;2
20850;3
20850;28
20850;45
20850;426
20850;825
20861;28
20861;70
20874;24
20874;27
20874;46
20874;83
20874;138
20874;262
20874;321
20874;493
20881;31
20881;221
20926;6
20926;10
20926;31
20945;534
20955;7
20964;10
20964;428
21044;10
21056;97
21064;6
