;word;occurences;frequency
0;Times;112;0.015258855585831062
1;Minute;107;0.014577656675749319
2;Obama;91;0.012397820163487738
3;New;77;0.010490463215258856
4;Fashion;55;0.007493188010899182
5;Week;54;0.007356948228882834
6;Op;47;0.006403269754768392
7;Docs;47;0.006403269754768392
8;Bill;45;0.006130790190735695
9;York;40;0.005449591280653951
10;Scene;39;0.005313351498637603
11;President;39;0.005313351498637603
12;Melissa;37;0.0050408719346049045
13;Clark;37;0.0050408719346049045
14;Speech;37;0.0050408719346049045
15;Recipe;36;0.004904632152588556
16;Cunningham;36;0.004904632152588556
17;Syria;35;0.004768392370572207
18;w/;33;0.004495912806539509
19;Movies;33;0.004495912806539509
20;Government;32;0.004359673024523161
21;Shutdown;32;0.004359673024523161
22;Review;28;0.0038147138964577656
23;Intersection;26;0.003542234332425068
24;Making;25;0.0034059945504087193
25;Report;25;0.0034059945504087193
26;Anatomy;24;0.0032697547683923707
27;Street;24;0.0032697547683923707
28;Video;24;0.0032697547683923707
29;State;23;0.0031335149863760217
30;War;23;0.0031335149863760217
31;Retro;23;0.0031335149863760217
32;Style;21;0.0028610354223433244
33;World;21;0.0028610354223433244
34;Boston;21;0.0028610354223433244
35;Performance;21;0.0028610354223433244
36;Director;20;0.0027247956403269754
37;City;19;0.0025885558583106268
38;Sweet;19;0.0025885558583106268
39;Cooking;19;0.0025885558583106268
40;Union;18;0.002452316076294278
41;Attack;18;0.002452316076294278
42;Marathon;18;0.002452316076294278
43;America;17;0.002316076294277929
44;Vows;17;0.002316076294277929
45;Interview;17;0.002316076294277929
46;Mandela;17;0.002316076294277929
47;Reviews;16;0.0021798365122615805
48;Shooting;16;0.0021798365122615805
49;Spot;16;0.0021798365122615805
50;ScienceTake;15;0.0020435967302452314
51;News;15;0.0020435967302452314
52;David;15;0.0020435967302452314
53;China;14;0.0019073569482288828
54;Game;14;0.0019073569482288828
55;Egypt;14;0.0019073569482288828
56;Movie;14;0.0019073569482288828
57;Pogue;14;0.0019073569482288828
58;Numbers;13;0.001771117166212534
59;Life;13;0.001771117166212534
60;Obamacare;13;0.001771117166212534
61;Explosions;13;0.001771117166212534
62;Big;12;0.0016348773841961854
63;Aftermath;12;0.0016348773841961854
64;Pope;12;0.0016348773841961854
65;Holiday;12;0.0016348773841961854
66;Death;12;0.0016348773841961854
67;Man;12;0.0016348773841961854
68;House;12;0.0016348773841961854
69;Elements;12;0.0016348773841961854
70;Surveillance;11;0.0014986376021798365
71;Love;11;0.0014986376021798365
72;Breaking;11;0.0014986376021798365
73;Marriage;11;0.0014986376021798365
74;U.S.;11;0.0014986376021798365
75;Meet;11;0.0014986376021798365
