;word;occurences;frequency
0;Zimmerman;24;0.04013377926421405
1;wrap;14;0.023411371237458192
2;trial;13;0.021739130434782608
3;Car;7;0.011705685618729096
4;Caught;6;0.010033444816053512
5;Bashar;5;0.008361204013377926
6;al;5;0.008361204013377926
7;Assad;5;0.008361204013377926
8;Interview;5;0.008361204013377926
9;Police;4;0.006688963210702341
10;Store;4;0.006688963210702341
11;Saves;4;0.006688963210702341
12;Chase;3;0.005016722408026756
13;SUV;3;0.005016722408026756
14;Man;3;0.005016722408026756
15;Tape;3;0.005016722408026756
16;control;3;0.005016722408026756
17;Watch;3;0.005016722408026756
18;testifies;3;0.005016722408026756
19;IRS;3;0.005016722408026756
20;Truck;2;0.0033444816053511705
21;High;2;0.0033444816053511705
22;Speed;2;0.0033444816053511705
23;Robbery;2;0.0033444816053511705
24;Camera;2;0.0033444816053511705
25;car;2;0.0033444816053511705
26;chase;2;0.0033444816053511705
27;Woman;2;0.0033444816053511705
28;Bridge;2;0.0033444816053511705
29;state;2;0.0033444816053511705
30;plows;2;0.0033444816053511705
31;gas;2;0.0033444816053511705
32;station;2;0.0033444816053511705
33;School;2;0.0033444816053511705
34;save;2;0.0033444816053511705
35;Suspect;2;0.0033444816053511705
36;Bear;2;0.0033444816053511705
37;Year;2;0.0033444816053511705
38;Old;2;0.0033444816053511705
39;Mother;2;0.0033444816053511705
40;Life;2;0.0033444816053511705
41;Driver;2;0.0033444816053511705
42;crash;2;0.0033444816053511705
43;Shark;2;0.0033444816053511705
44;hunters;2;0.0033444816053511705
45;like;2;0.0033444816053511705
46;caught;2;0.0033444816053511705
47;world;2;0.0033444816053511705
48;video;2;0.0033444816053511705
49;man;2;0.0033444816053511705
50;reaction;2;0.0033444816053511705
51;verdict;2;0.0033444816053511705
52;Hannity;2;0.0033444816053511705
53;Eric;2;0.0033444816053511705
54;takes;2;0.0033444816053511705
55;Pamplona;2;0.0033444816053511705
56;makes;2;0.0033444816053511705
57;case;2;0.0033444816053511705
58;testimony;2;0.0033444816053511705
59;boat;2;0.0033444816053511705
60;new;2;0.0033444816053511705
61;loop;2;0.0033444816053511705
62;scandal;2;0.0033444816053511705
63;jumps;2;0.0033444816053511705
64;toe;2;0.0033444816053511705
65;debate;2;0.0033444816053511705
66;movie;2;0.0033444816053511705
67;Jodi;2;0.0033444816053511705
68;Arias;2;0.0033444816053511705
69;Dramatic;1;0.0016722408026755853
70;Dash;1;0.0016722408026755853
71;Cam;1;0.0016722408026755853
72;Pedestrians;1;0.0016722408026755853
73;Hit;1;0.0016722408026755853
74;Survive;1;0.0016722408026755853
75;Sparks;1;0.0016722408026755853
76;Fly;1;0.0016722408026755853
77;Employee;1;0.0016722408026755853
78;Catches;1;0.0016722408026755853
79;Falling;1;0.0016722408026755853
80;Baby;1;0.0016722408026755853
81;Parrot;1;0.0016722408026755853
82;Family;1;0.0016722408026755853
83;Fire;1;0.0016722408026755853
84;Pharmacy;1;0.0016722408026755853
85;Wild;1;0.0016722408026755853
86;Minnesota;1;0.0016722408026755853
87;Jumps;1;0.0016722408026755853
88;Crashes;1;0.0016722408026755853
89;Hitting;1;0.0016722408026755853
90;Customer;1;0.0016722408026755853
91;Drives;1;0.0016722408026755853
92;Overpass;1;0.0016722408026755853
93;Giant;1;0.0016722408026755853
94;whale;1;0.0016722408026755853
95;shark;1;0.0016722408026755853
96;surprises;1;0.0016722408026755853
97;tourists;1;0.0016722408026755853
98;Hawaii;1;0.0016722408026755853
99;Moment;1;0.0016722408026755853
100;impact;1;0.0016722408026755853
101;trooper;1;0.0016722408026755853
102;dodges;1;0.0016722408026755853
103;death;1;0.0016722408026755853
104;Panic;1;0.0016722408026755853
105;pump;1;0.0016722408026755853
106;Plows;1;0.0016722408026755853
107;Fight;1;0.0016722408026755853
108;Breaks;1;0.0016722408026755853
109;Soccer;1;0.0016722408026755853
110;Game;1;0.0016722408026755853
111;Brazil;1;0.0016722408026755853
112;Tornado;1;0.0016722408026755853
113;Rips;1;0.0016722408026755853
114;Middle;1;0.0016722408026755853
115;Slammed;1;0.0016722408026755853
116;Metal;1;0.0016722408026755853
117;Seat;1;0.0016722408026755853
118;Officer;1;0.0016722408026755853
119;Pulled;1;0.0016722408026755853
120;Burning;1;0.0016722408026755853
121;Policeman;1;0.0016722408026755853
122;Workers;1;0.0016722408026755853
123;resume;1;0.0016722408026755853
124;attempts;1;0.0016722408026755853
125;dozens;1;0.0016722408026755853
126;stranded;1;0.0016722408026755853
127;whales;1;0.0016722408026755853
128;Cop;1;0.0016722408026755853
129;Chases;1;0.0016722408026755853
130;Flash;1;0.0016722408026755853
131;Mobs;1;0.0016722408026755853
132;Steal;1;0.0016722408026755853
133;Racks;1;0.0016722408026755853
134;Clothing;1;0.0016722408026755853
135;Snacking;1;0.0016722408026755853
136;Tiger;1;0.0016722408026755853
137;Cubs;1;0.0016722408026755853
138;Swim;1;0.0016722408026755853
139;Test;1;0.0016722408026755853
140;Tree;1;0.0016722408026755853
141;Climbing;1;0.0016722408026755853
142;Dog;1;0.0016722408026755853
143;Boy;1;0.0016722408026755853
144;Having;1;0.0016722408026755853
145;Seizure;1;0.0016722408026755853
146;Zig;1;0.0016722408026755853
147;Zags;1;0.0016722408026755853
148;Control;1;0.0016722408026755853
149;Flips;1;0.0016722408026755853
150;Waterboy;1;0.0016722408026755853
151;Syndrome;1;0.0016722408026755853
152;Scores;1;0.0016722408026755853
153;Touchdown;1;0.0016722408026755853
154;Locks;1;0.0016722408026755853
155;Pitbull;1;0.0016722408026755853
156;Toddler;1;0.0016722408026755853
157;Blind;1;0.0016722408026755853
158;Football;1;0.0016722408026755853
159;Player;1;0.0016722408026755853
160;Discouraged;1;0.0016722408026755853
161;Armed;1;0.0016722408026755853
162;Robber;1;0.0016722408026755853
163;Chased;1;0.0016722408026755853
164;Machete;1;0.0016722408026755853
165;Weilding;1;0.0016722408026755853
166;Clerk;1;0.0016722408026755853
167;Shootout;1;0.0016722408026755853
168;opens;1;0.0016722408026755853
169;fire;1;0.0016722408026755853
170;officer;1;0.0016722408026755853
171;Violent;1;0.0016722408026755853
172;Bus;1;0.0016722408026755853
